year,month,date,day,hour,consumption
2012,9,2012-09-30,30,1,50.5
2012,9,2012-09-30,30,2,52.5
2012,9,2012-09-30,30,3,40
2012,9,2012-09-30,30,4,127.5
2012,9,2012-09-30,30,5,0
2012,9,2012-09-30,30,6,6.5
2012,9,2012-09-30,30,7,10
2012,9,2012-09-30,30,8,27
2012,9,2012-09-30,30,9,0
2012,9,2012-09-30,30,10,161
2012,9,2012-09-30,30,11,56.5
2012,9,2012-09-30,30,12,132
2012,9,2012-09-30,30,13,0
2012,9,2012-09-30,30,14,29.5
2012,9,2012-09-30,30,15,0
2012,9,2012-09-30,30,16,0
2012,9,2012-09-30,30,17,0
2012,9,2012-09-30,30,18,0
2012,9,2012-09-30,30,19,0
2012,9,2012-09-30,30,20,0
2012,9,2012-09-30,30,21,7.5
2012,9,2012-09-30,30,22,12.5
2012,9,2012-09-30,30,23,49
2012,10,2012-10-01,1,0,19.5
2012,10,2012-10-01,1,1,7.5
2012,10,2012-10-01,1,2,39.5
2012,10,2012-10-01,1,3,49
2012,10,2012-10-01,1,4,110.5
2012,10,2012-10-01,1,5,19.5
2012,10,2012-10-01,1,6,47.5
2012,10,2012-10-01,1,7,56
2012,10,2012-10-01,1,8,20
2012,10,2012-10-01,1,9,10
2012,10,2012-10-01,1,10,32
2012,10,2012-10-01,1,11,247
2012,10,2012-10-01,1,12,108.5
2012,10,2012-10-01,1,13,72
2012,10,2012-10-01,1,14,24
2012,10,2012-10-01,1,15,0
2012,10,2012-10-01,1,16,0
2012,10,2012-10-01,1,17,6
2012,10,2012-10-01,1,18,0
2012,10,2012-10-01,1,19,6.5
2012,10,2012-10-01,1,20,0
2012,10,2012-10-01,1,21,13.5
2012,10,2012-10-01,1,22,56.5
2012,10,2012-10-01,1,23,4.5
2012,10,2012-10-02,2,0,21.5
2012,10,2012-10-02,2,1,0
2012,10,2012-10-02,2,2,6
2012,10,2012-10-02,2,3,9.5
2012,10,2012-10-02,2,4,8
2012,10,2012-10-02,2,5,11
2012,10,2012-10-02,2,6,24.5
2012,10,2012-10-02,2,7,1
2012,10,2012-10-02,2,8,174
2012,10,2012-10-02,2,9,9.5
2012,10,2012-10-02,2,10,78
2012,10,2012-10-02,2,11,248
2012,10,2012-10-02,2,12,74
2012,10,2012-10-02,2,13,75.5
2012,10,2012-10-02,2,14,9
2012,10,2012-10-02,2,15,6.5
2012,10,2012-10-02,2,16,5.5
2012,10,2012-10-02,2,17,0
2012,10,2012-10-02,2,18,0
2012,10,2012-10-02,2,19,0
2012,10,2012-10-02,2,20,0
2012,10,2012-10-02,2,21,12.5
2012,10,2012-10-02,2,22,72.5
2012,10,2012-10-02,2,23,3.5
2012,10,2012-10-03,3,0,0
2012,10,2012-10-03,3,1,0
2012,10,2012-10-03,3,2,0
2012,10,2012-10-03,3,3,10
2012,10,2012-10-03,3,4,4
2012,10,2012-10-03,3,5,6
2012,10,2012-10-03,3,6,0
2012,10,2012-10-03,3,7,0
2012,10,2012-10-03,3,8,23
2012,10,2012-10-03,3,9,138
2012,10,2012-10-03,3,10,18.5
2012,10,2012-10-03,3,11,223.5
2012,10,2012-10-03,3,12,36.5
2012,10,2012-10-03,3,13,72
2012,10,2012-10-03,3,14,25.5
2012,10,2012-10-03,3,15,7
2012,10,2012-10-03,3,16,0
2012,10,2012-10-03,3,17,0
2012,10,2012-10-03,3,18,0
2012,10,2012-10-03,3,19,0
2012,10,2012-10-03,3,20,0
2012,10,2012-10-03,3,21,16.5
2012,10,2012-10-03,3,22,52.5
2012,10,2012-10-03,3,23,11
2012,10,2012-10-04,4,0,0
2012,10,2012-10-04,4,1,0
2012,10,2012-10-04,4,2,0
2012,10,2012-10-04,4,3,0
2012,10,2012-10-04,4,4,0
2012,10,2012-10-04,4,5,16.5
2012,10,2012-10-04,4,6,0
2012,10,2012-10-04,4,7,69
2012,10,2012-10-04,4,8,93
2012,10,2012-10-04,4,9,40.5
2012,10,2012-10-04,4,10,6
2012,10,2012-10-04,4,11,105
2012,10,2012-10-04,4,12,98
2012,10,2012-10-04,4,13,50
2012,10,2012-10-04,4,14,0.5
2012,10,2012-10-04,4,15,0
2012,10,2012-10-04,4,16,0
2012,10,2012-10-04,4,17,0
2012,10,2012-10-04,4,18,0
2012,10,2012-10-04,4,19,0
2012,10,2012-10-04,4,20,0
2012,10,2012-10-04,4,21,12
2012,10,2012-10-04,4,22,80.5
2012,10,2012-10-04,4,23,1
2012,10,2012-10-05,5,0,16.5
2012,10,2012-10-05,5,1,0
2012,10,2012-10-05,5,2,104
2012,10,2012-10-05,5,3,23.5
2012,10,2012-10-05,5,4,6.5
2012,10,2012-10-05,5,5,27
2012,10,2012-10-05,5,6,3
2012,10,2012-10-05,5,7,77.5
2012,10,2012-10-05,5,8,31.5
2012,10,2012-10-05,5,9,28.5
2012,10,2012-10-05,5,10,103.5
2012,10,2012-10-05,5,11,211
2012,10,2012-10-05,5,12,12
2012,10,2012-10-05,5,13,18.5
2012,10,2012-10-05,5,14,69
2012,10,2012-10-05,5,15,8.5
2012,10,2012-10-05,5,16,0
2012,10,2012-10-05,5,17,0
2012,10,2012-10-05,5,18,0
2012,10,2012-10-05,5,19,6
2012,10,2012-10-05,5,20,0
2012,10,2012-10-05,5,21,12
2012,10,2012-10-05,5,22,51
2012,10,2012-10-05,5,23,0
2012,10,2012-10-06,6,0,3
2012,10,2012-10-06,6,1,26
2012,10,2012-10-06,6,2,0
2012,10,2012-10-06,6,3,0
2012,10,2012-10-06,6,4,14.5
2012,10,2012-10-06,6,5,24
2012,10,2012-10-06,6,6,20.5
2012,10,2012-10-06,6,7,6
2012,10,2012-10-06,6,8,113.5
2012,10,2012-10-06,6,9,28.5
2012,10,2012-10-06,6,10,6.5
2012,10,2012-10-06,6,11,82
2012,10,2012-10-06,6,12,113
2012,10,2012-10-06,6,13,0
2012,10,2012-10-06,6,14,21
2012,10,2012-10-06,6,15,0
2012,10,2012-10-06,6,16,0
2012,10,2012-10-06,6,17,0
2012,10,2012-10-06,6,18,0
2012,10,2012-10-06,6,19,0
2012,10,2012-10-06,6,20,0
2012,10,2012-10-06,6,21,14
2012,10,2012-10-06,6,22,30
2012,10,2012-10-06,6,23,36.5
2012,10,2012-10-07,7,0,80.5
2012,10,2012-10-07,7,1,21
2012,10,2012-10-07,7,2,174
2012,10,2012-10-07,7,3,2
2012,10,2012-10-07,7,4,0
2012,10,2012-10-07,7,5,16
2012,10,2012-10-07,7,6,0
2012,10,2012-10-07,7,7,0
2012,10,2012-10-07,7,8,20
2012,10,2012-10-07,7,9,20
2012,10,2012-10-07,7,10,8
2012,10,2012-10-07,7,11,239
2012,10,2012-10-07,7,12,136
2012,10,2012-10-07,7,13,0
2012,10,2012-10-07,7,14,22
2012,10,2012-10-07,7,15,39
2012,10,2012-10-07,7,16,1
2012,10,2012-10-07,7,17,0
2012,10,2012-10-07,7,18,0
2012,10,2012-10-07,7,19,0.5
2012,10,2012-10-07,7,20,7.5
2012,10,2012-10-07,7,21,0
2012,10,2012-10-07,7,22,11
2012,10,2012-10-07,7,23,13.5
2012,10,2012-10-08,8,0,52.5
2012,10,2012-10-08,8,1,68.5
2012,10,2012-10-08,8,2,110
2012,10,2012-10-08,8,3,20
2012,10,2012-10-08,8,4,3.5
2012,10,2012-10-08,8,5,14
2012,10,2012-10-08,8,6,7
2012,10,2012-10-08,8,7,0.5
2012,10,2012-10-08,8,8,8
2012,10,2012-10-08,8,9,30
2012,10,2012-10-08,8,10,99.5
2012,10,2012-10-08,8,11,237.5
2012,10,2012-10-08,8,12,0.5
2012,10,2012-10-08,8,13,0
2012,10,2012-10-08,8,14,14.5
2012,10,2012-10-08,8,15,0
2012,10,2012-10-08,8,16,0
2012,10,2012-10-08,8,17,0
2012,10,2012-10-08,8,18,18
2012,10,2012-10-08,8,19,54
2012,10,2012-10-08,8,20,0
2012,10,2012-10-08,8,21,0
2012,10,2012-10-08,8,22,0
2012,10,2012-10-08,8,23,10.5
2012,10,2012-10-09,9,0,35.5
2012,10,2012-10-09,9,1,19.5
2012,10,2012-10-09,9,2,18
2012,10,2012-10-09,9,3,3.5
2012,10,2012-10-09,9,4,51.5
2012,10,2012-10-09,9,5,142.5
2012,10,2012-10-09,9,6,37.5
2012,10,2012-10-09,9,7,1.5
2012,10,2012-10-09,9,8,53.5
2012,10,2012-10-09,9,9,40
2012,10,2012-10-09,9,10,140.5
2012,10,2012-10-09,9,11,196
2012,10,2012-10-09,9,12,124
2012,10,2012-10-09,9,13,12.5
2012,10,2012-10-09,9,14,0
2012,10,2012-10-09,9,15,0
2012,10,2012-10-09,9,16,8.5
2012,10,2012-10-09,9,17,0.5
2012,10,2012-10-09,9,18,6
2012,10,2012-10-09,9,19,0
2012,10,2012-10-09,9,20,0
2012,10,2012-10-09,9,21,14
2012,10,2012-10-09,9,22,55
2012,10,2012-10-09,9,23,5
2012,10,2012-10-10,10,0,0
2012,10,2012-10-10,10,1,0
2012,10,2012-10-10,10,2,0
2012,10,2012-10-10,10,3,8
2012,10,2012-10-10,10,4,2.5
2012,10,2012-10-10,10,5,1
2012,10,2012-10-10,10,6,0
2012,10,2012-10-10,10,7,19
2012,10,2012-10-10,10,8,10.5
2012,10,2012-10-10,10,9,0
2012,10,2012-10-10,10,10,87
2012,10,2012-10-10,10,11,73.5
2012,10,2012-10-10,10,12,134
2012,10,2012-10-10,10,13,58.5
2012,10,2012-10-10,10,14,36
2012,10,2012-10-10,10,15,7
2012,10,2012-10-10,10,16,0
2012,10,2012-10-10,10,17,0
2012,10,2012-10-10,10,18,0
2012,10,2012-10-10,10,19,0
2012,10,2012-10-10,10,20,0
2012,10,2012-10-10,10,21,24
2012,10,2012-10-10,10,22,81.5
2012,10,2012-10-10,10,23,1
2012,10,2012-10-11,11,0,0
2012,10,2012-10-11,11,1,0
2012,10,2012-10-11,11,2,0
2012,10,2012-10-11,11,3,0
2012,10,2012-10-11,11,4,0
2012,10,2012-10-11,11,5,32
2012,10,2012-10-11,11,6,0
2012,10,2012-10-11,11,7,32
2012,10,2012-10-11,11,8,242.5
2012,10,2012-10-11,11,9,11
2012,10,2012-10-11,11,10,70.5
2012,10,2012-10-11,11,11,117
2012,10,2012-10-11,11,12,33.5
2012,10,2012-10-11,11,13,29
2012,10,2012-10-11,11,14,40.5
2012,10,2012-10-11,11,15,0
2012,10,2012-10-11,11,16,0
2012,10,2012-10-11,11,17,0
2012,10,2012-10-11,11,18,0
2012,10,2012-10-11,11,19,8
2012,10,2012-10-11,11,20,0
2012,10,2012-10-11,11,21,10.5
2012,10,2012-10-11,11,22,55.5
2012,10,2012-10-11,11,23,1.5
2012,10,2012-10-12,12,0,0
2012,10,2012-10-12,12,1,0
2012,10,2012-10-12,12,2,16.5
2012,10,2012-10-12,12,3,1.5
2012,10,2012-10-12,12,4,16
2012,10,2012-10-12,12,5,0
2012,10,2012-10-12,12,6,146
2012,10,2012-10-12,12,7,49
2012,10,2012-10-12,12,8,34
2012,10,2012-10-12,12,9,94.5
2012,10,2012-10-12,12,10,110
2012,10,2012-10-12,12,11,14.5
2012,10,2012-10-12,12,12,164.5
2012,10,2012-10-12,12,13,49
2012,10,2012-10-12,12,14,21
2012,10,2012-10-12,12,15,0
2012,10,2012-10-12,12,16,0
2012,10,2012-10-12,12,17,0
2012,10,2012-10-12,12,18,0
2012,10,2012-10-12,12,19,0
2012,10,2012-10-12,12,20,10
2012,10,2012-10-12,12,21,12
2012,10,2012-10-12,12,22,38
2012,10,2012-10-12,12,23,4
2012,10,2012-10-13,13,0,0
2012,10,2012-10-13,13,1,0
2012,10,2012-10-13,13,2,23.5
2012,10,2012-10-13,13,3,0
2012,10,2012-10-13,13,4,45.5
2012,10,2012-10-13,13,5,2.5
2012,10,2012-10-13,13,6,8.5
2012,10,2012-10-13,13,7,252.5
2012,10,2012-10-13,13,8,23.5
2012,10,2012-10-13,13,9,8
2012,10,2012-10-13,13,10,83
2012,10,2012-10-13,13,11,141.5
2012,10,2012-10-13,13,12,11
2012,10,2012-10-13,13,13,8.5
2012,10,2012-10-13,13,14,0
2012,10,2012-10-13,13,15,30
2012,10,2012-10-13,13,16,2
2012,10,2012-10-13,13,17,0
2012,10,2012-10-13,13,18,0
2012,10,2012-10-13,13,19,6.5
2012,10,2012-10-13,13,20,7
2012,10,2012-10-13,13,21,0
2012,10,2012-10-13,13,22,0
2012,10,2012-10-13,13,23,29.5
2012,10,2012-10-14,14,0,25.5
2012,10,2012-10-14,14,1,16
2012,10,2012-10-14,14,2,8.5
2012,10,2012-10-14,14,3,56
2012,10,2012-10-14,14,4,75.5
2012,10,2012-10-14,14,5,61.5
2012,10,2012-10-14,14,6,47.5
2012,10,2012-10-14,14,7,0
2012,10,2012-10-14,14,8,165
2012,10,2012-10-14,14,9,29
2012,10,2012-10-14,14,10,139
2012,10,2012-10-14,14,11,182
2012,10,2012-10-14,14,12,45.5
2012,10,2012-10-14,14,13,0.5
2012,10,2012-10-14,14,14,41.5
2012,10,2012-10-14,14,15,0
2012,10,2012-10-14,14,16,0
2012,10,2012-10-14,14,17,0
2012,10,2012-10-14,14,18,0
2012,10,2012-10-14,14,19,6.5
2012,10,2012-10-14,14,20,0
2012,10,2012-10-14,14,21,0
2012,10,2012-10-14,14,22,3
2012,10,2012-10-14,14,23,61.5
2012,10,2012-10-15,15,0,16
2012,10,2012-10-15,15,1,16
2012,10,2012-10-15,15,2,10
2012,10,2012-10-15,15,3,0
2012,10,2012-10-15,15,4,104
2012,10,2012-10-15,15,5,133.5
2012,10,2012-10-15,15,6,122
2012,10,2012-10-15,15,7,33.5
2012,10,2012-10-15,15,8,10.5
2012,10,2012-10-15,15,9,16.5
2012,10,2012-10-15,15,10,93
2012,10,2012-10-15,15,11,97
2012,10,2012-10-15,15,12,178.5
2012,10,2012-10-15,15,13,12
2012,10,2012-10-15,15,14,27.5
2012,10,2012-10-15,15,15,0
2012,10,2012-10-15,15,16,6
2012,10,2012-10-15,15,17,0
2012,10,2012-10-15,15,18,0
2012,10,2012-10-15,15,19,0
2012,10,2012-10-15,15,20,0
2012,10,2012-10-15,15,21,12
2012,10,2012-10-15,15,22,68
2012,10,2012-10-15,15,23,0
2012,10,2012-10-16,16,0,23.5
2012,10,2012-10-16,16,1,0
2012,10,2012-10-16,16,2,6
2012,10,2012-10-16,16,3,16.5
2012,10,2012-10-16,16,4,46
2012,10,2012-10-16,16,5,10.5
2012,10,2012-10-16,16,6,103.5
2012,10,2012-10-16,16,7,49
2012,10,2012-10-16,16,8,52
2012,10,2012-10-16,16,9,81
2012,10,2012-10-16,16,10,95.5
2012,10,2012-10-16,16,11,71.5
2012,10,2012-10-16,16,12,6.5
2012,10,2012-10-16,16,13,208
2012,10,2012-10-16,16,14,29
2012,10,2012-10-16,16,15,7
2012,10,2012-10-16,16,16,0
2012,10,2012-10-16,16,17,0
2012,10,2012-10-16,16,18,0
2012,10,2012-10-16,16,19,0
2012,10,2012-10-16,16,20,0
2012,10,2012-10-16,16,21,0
2012,10,2012-10-16,16,22,65.5
2012,10,2012-10-16,16,23,4
2012,10,2012-10-17,17,0,9.5
2012,10,2012-10-17,17,1,84.5
2012,10,2012-10-17,17,2,32
2012,10,2012-10-17,17,3,13.5
2012,10,2012-10-17,17,4,14.5
2012,10,2012-10-17,17,5,6
2012,10,2012-10-17,17,6,3.5
2012,10,2012-10-17,17,7,39.5
2012,10,2012-10-17,17,8,10.5
2012,10,2012-10-17,17,9,104.5
2012,10,2012-10-17,17,10,6.5
2012,10,2012-10-17,17,11,94.5
2012,10,2012-10-17,17,12,106
2012,10,2012-10-17,17,13,92
2012,10,2012-10-17,17,14,23
2012,10,2012-10-17,17,15,6.5
2012,10,2012-10-17,17,16,0
2012,10,2012-10-17,17,17,0
2012,10,2012-10-17,17,18,0
2012,10,2012-10-17,17,19,0
2012,10,2012-10-17,17,20,0
2012,10,2012-10-17,17,21,10.5
2012,10,2012-10-17,17,22,122.5
2012,10,2012-10-17,17,23,0
2012,10,2012-10-18,18,0,0
2012,10,2012-10-18,18,1,5
2012,10,2012-10-18,18,2,25.5
2012,10,2012-10-18,18,3,0.5
2012,10,2012-10-18,18,4,23.5
2012,10,2012-10-18,18,5,13.5
2012,10,2012-10-18,18,6,16
2012,10,2012-10-18,18,7,14
2012,10,2012-10-18,18,8,51.5
2012,10,2012-10-18,18,9,214.5
2012,10,2012-10-18,18,10,88.5
2012,10,2012-10-18,18,11,153
2012,10,2012-10-18,18,12,58.5
2012,10,2012-10-18,18,13,48.5
2012,10,2012-10-18,18,14,7.5
2012,10,2012-10-18,18,15,0
2012,10,2012-10-18,18,16,0
2012,10,2012-10-18,18,17,0
2012,10,2012-10-18,18,18,0
2012,10,2012-10-18,18,19,0
2012,10,2012-10-18,18,20,0
2012,10,2012-10-18,18,21,12
2012,10,2012-10-18,18,22,79.5
2012,10,2012-10-18,18,23,2.5
2012,10,2012-10-19,19,0,2.5
2012,10,2012-10-19,19,1,0
2012,10,2012-10-19,19,2,22.5
2012,10,2012-10-19,19,3,0
2012,10,2012-10-19,19,4,1.5
2012,10,2012-10-19,19,5,2.5
2012,10,2012-10-19,19,6,6.5
2012,10,2012-10-19,19,7,11
2012,10,2012-10-19,19,8,20
2012,10,2012-10-19,19,9,18
2012,10,2012-10-19,19,10,187.5
2012,10,2012-10-19,19,11,275.5
2012,10,2012-10-19,19,12,70
2012,10,2012-10-19,19,13,27
2012,10,2012-10-19,19,14,14.5
2012,10,2012-10-19,19,15,0
2012,10,2012-10-19,19,16,0
2012,10,2012-10-19,19,17,0
2012,10,2012-10-19,19,18,0
2012,10,2012-10-19,19,19,0
2012,10,2012-10-19,19,20,0
2012,10,2012-10-19,19,21,13.5
2012,10,2012-10-19,19,22,28
2012,10,2012-10-19,19,23,66.5
2012,10,2012-10-20,20,0,8
2012,10,2012-10-20,20,1,92
2012,10,2012-10-20,20,2,62.5
2012,10,2012-10-20,20,3,0
2012,10,2012-10-20,20,4,20
2012,10,2012-10-20,20,5,7.5
2012,10,2012-10-20,20,6,0
2012,10,2012-10-20,20,7,45.5
2012,10,2012-10-20,20,8,127
2012,10,2012-10-20,20,9,40
2012,10,2012-10-20,20,10,14.5
2012,10,2012-10-20,20,11,81.5
2012,10,2012-10-20,20,12,157.5
2012,10,2012-10-20,20,13,8.5
2012,10,2012-10-20,20,14,20
2012,10,2012-10-20,20,15,0
2012,10,2012-10-20,20,16,0
2012,10,2012-10-20,20,17,0
2012,10,2012-10-20,20,18,0
2012,10,2012-10-20,20,19,0
2012,10,2012-10-20,20,20,0
2012,10,2012-10-20,20,21,16.5
2012,10,2012-10-20,20,22,0
2012,10,2012-10-20,20,23,15
2012,10,2012-10-21,21,0,51.5
2012,10,2012-10-21,21,1,63
2012,10,2012-10-21,21,2,209.5
2012,10,2012-10-21,21,3,39.5
2012,10,2012-10-21,21,4,7.5
2012,10,2012-10-21,21,5,8.5
2012,10,2012-10-21,21,6,9
2012,10,2012-10-21,21,7,131.5
2012,10,2012-10-21,21,8,69.5
2012,10,2012-10-21,21,9,18
2012,10,2012-10-21,21,10,94.5
2012,10,2012-10-21,21,11,29.5
2012,10,2012-10-21,21,12,114
2012,10,2012-10-21,21,13,3.5
2012,10,2012-10-21,21,14,84
2012,10,2012-10-21,21,15,76
2012,10,2012-10-21,21,16,7.5
2012,10,2012-10-21,21,17,0
2012,10,2012-10-21,21,18,0
2012,10,2012-10-21,21,19,0
2012,10,2012-10-21,21,20,0
2012,10,2012-10-21,21,21,0
2012,10,2012-10-21,21,22,0
2012,10,2012-10-21,21,23,52.5
2012,10,2012-10-22,22,0,21
2012,10,2012-10-22,22,1,14
2012,10,2012-10-22,22,2,0
2012,10,2012-10-22,22,3,14.5
2012,10,2012-10-22,22,4,30
2012,10,2012-10-22,22,5,31
2012,10,2012-10-22,22,6,181
2012,10,2012-10-22,22,7,19.5
2012,10,2012-10-22,22,8,20.5
2012,10,2012-10-22,22,9,13
2012,10,2012-10-22,22,10,94.5
2012,10,2012-10-22,22,11,19
2012,10,2012-10-22,22,12,95
2012,10,2012-10-22,22,13,16
2012,10,2012-10-22,22,14,43.5
2012,10,2012-10-22,22,15,0
2012,10,2012-10-22,22,16,0
2012,10,2012-10-22,22,17,0
2012,10,2012-10-22,22,18,0
2012,10,2012-10-22,22,19,0
2012,10,2012-10-22,22,20,14
2012,10,2012-10-22,22,21,0
2012,10,2012-10-22,22,22,22
2012,10,2012-10-22,22,23,10.5
2012,10,2012-10-23,23,0,26
2012,10,2012-10-23,23,1,22
2012,10,2012-10-23,23,2,47
2012,10,2012-10-23,23,3,11.5
2012,10,2012-10-23,23,4,164.5
2012,10,2012-10-23,23,5,19.5
2012,10,2012-10-23,23,6,0
2012,10,2012-10-23,23,7,27.5
2012,10,2012-10-23,23,8,28.5
2012,10,2012-10-23,23,9,51.5
2012,10,2012-10-23,23,10,79.5
2012,10,2012-10-23,23,11,238.5
2012,10,2012-10-23,23,12,134.5
2012,10,2012-10-23,23,13,13.5
2012,10,2012-10-23,23,14,17.5
2012,10,2012-10-23,23,15,0
2012,10,2012-10-23,23,16,0
2012,10,2012-10-23,23,17,0
2012,10,2012-10-23,23,18,0
2012,10,2012-10-23,23,19,4
2012,10,2012-10-23,23,20,0.5
2012,10,2012-10-23,23,21,0
2012,10,2012-10-23,23,22,16
2012,10,2012-10-23,23,23,45.5
2012,10,2012-10-24,24,0,9.5
2012,10,2012-10-24,24,1,0
2012,10,2012-10-24,24,2,10
2012,10,2012-10-24,24,3,7
2012,10,2012-10-24,24,4,15.5
2012,10,2012-10-24,24,5,6.5
2012,10,2012-10-24,24,6,0
2012,10,2012-10-24,24,7,15.5
2012,10,2012-10-24,24,8,109.5
2012,10,2012-10-24,24,9,15.5
2012,10,2012-10-24,24,10,82
2012,10,2012-10-24,24,11,181.5
2012,10,2012-10-24,24,12,66.5
2012,10,2012-10-24,24,13,107.5
2012,10,2012-10-24,24,14,0
2012,10,2012-10-24,24,15,0
2012,10,2012-10-24,24,16,0
2012,10,2012-10-24,24,17,0
2012,10,2012-10-24,24,18,0
2012,10,2012-10-24,24,19,0
2012,10,2012-10-24,24,20,0
2012,10,2012-10-24,24,21,20.5
2012,10,2012-10-24,24,22,35.5
2012,10,2012-10-24,24,23,23.5
2012,10,2012-10-25,25,0,36.5
2012,10,2012-10-25,25,1,79
2012,10,2012-10-25,25,2,47
2012,10,2012-10-25,25,3,12.5
2012,10,2012-10-25,25,4,8.5
2012,10,2012-10-25,25,5,13
2012,10,2012-10-25,25,6,18.5
2012,10,2012-10-25,25,7,66
2012,10,2012-10-25,25,8,50.5
2012,10,2012-10-25,25,9,91
2012,10,2012-10-25,25,10,146
2012,10,2012-10-25,25,11,137
2012,10,2012-10-25,25,12,25.5
2012,10,2012-10-25,25,13,24.5
2012,10,2012-10-25,25,14,18.5
2012,10,2012-10-25,25,15,0
2012,10,2012-10-25,25,16,0
2012,10,2012-10-25,25,17,0
2012,10,2012-10-25,25,18,6
2012,10,2012-10-25,25,19,0
2012,10,2012-10-25,25,20,19.5
2012,10,2012-10-25,25,21,27.5
2012,10,2012-10-25,25,22,20.5
2012,10,2012-10-25,25,23,19
2012,10,2012-10-26,26,0,13
2012,10,2012-10-26,26,1,16.5
2012,10,2012-10-26,26,2,13
2012,10,2012-10-26,26,3,2
2012,10,2012-10-26,26,4,6.5
2012,10,2012-10-26,26,5,21.5
2012,10,2012-10-26,26,6,6
2012,10,2012-10-26,26,7,29
2012,10,2012-10-26,26,8,133
2012,10,2012-10-26,26,9,97
2012,10,2012-10-26,26,10,59
2012,10,2012-10-26,26,11,165.5
2012,10,2012-10-26,26,12,0
2012,10,2012-10-26,26,13,37.5
2012,10,2012-10-26,26,14,7.5
2012,10,2012-10-26,26,15,6
2012,10,2012-10-26,26,16,0
2012,10,2012-10-26,26,17,0
2012,10,2012-10-26,26,18,6
2012,10,2012-10-26,26,19,0
2012,10,2012-10-26,26,20,0
2012,10,2012-10-26,26,21,11.5
2012,10,2012-10-26,26,22,37.5
2012,10,2012-10-26,26,23,14.5
2012,10,2012-10-27,27,0,6
2012,10,2012-10-27,27,1,13
2012,10,2012-10-27,27,2,0
2012,10,2012-10-27,27,3,0
2012,10,2012-10-27,27,4,6.5
2012,10,2012-10-27,27,5,36
2012,10,2012-10-27,27,6,0
2012,10,2012-10-27,27,7,41
2012,10,2012-10-27,27,8,53
2012,10,2012-10-27,27,9,119.5
2012,10,2012-10-27,27,10,137.5
2012,10,2012-10-27,27,11,138.5
2012,10,2012-10-27,27,12,150
2012,10,2012-10-27,27,13,13
2012,10,2012-10-27,27,14,29
2012,10,2012-10-27,27,15,0
2012,10,2012-10-27,27,16,0
2012,10,2012-10-27,27,17,0
2012,10,2012-10-27,27,18,0
2012,10,2012-10-27,27,19,6
2012,10,2012-10-27,27,20,0
2012,10,2012-10-27,27,21,10.5
2012,10,2012-10-27,27,22,25.5
2012,10,2012-10-27,27,23,0
2012,10,2012-10-28,28,0,38.5
2012,10,2012-10-28,28,1,45
2012,10,2012-10-28,28,2,59.5
2012,10,2012-10-28,28,3,8
2012,10,2012-10-28,28,4,50.5
2012,10,2012-10-28,28,5,30
2012,10,2012-10-28,28,6,38
2012,10,2012-10-28,28,7,44
2012,10,2012-10-28,28,8,22
2012,10,2012-10-28,28,9,115
2012,10,2012-10-28,28,10,67
2012,10,2012-10-28,28,11,198.5
2012,10,2012-10-28,28,12,0
2012,10,2012-10-28,28,13,19
2012,10,2012-10-28,28,14,0
2012,10,2012-10-28,28,15,0
2012,10,2012-10-28,28,16,29.5
2012,10,2012-10-28,28,17,0
2012,10,2012-10-28,28,18,0
2012,10,2012-10-28,28,19,12
2012,10,2012-10-28,28,20,0
2012,10,2012-10-28,28,21,0
2012,10,2012-10-28,28,22,0
2012,10,2012-10-28,28,23,33
2012,10,2012-10-29,29,0,22
2012,10,2012-10-29,29,1,25
2012,10,2012-10-29,29,2,2
2012,10,2012-10-29,29,3,0.5
2012,10,2012-10-29,29,4,37
2012,10,2012-10-29,29,5,67
2012,10,2012-10-29,29,6,67
2012,10,2012-10-29,29,7,47
2012,10,2012-10-29,29,8,80.5
2012,10,2012-10-29,29,9,49
2012,10,2012-10-29,29,10,152.5
2012,10,2012-10-29,29,11,293.5
2012,10,2012-10-29,29,12,143.5
2012,10,2012-10-29,29,13,36.5
2012,10,2012-10-29,29,14,18.5
2012,10,2012-10-29,29,15,0
2012,10,2012-10-29,29,16,0
2012,10,2012-10-29,29,17,0
2012,10,2012-10-29,29,18,0
2012,10,2012-10-29,29,19,0
2012,10,2012-10-29,29,20,9.5
2012,10,2012-10-29,29,21,15
2012,10,2012-10-29,29,22,36
2012,10,2012-10-29,29,23,9
2012,10,2012-10-30,30,0,30.5
2012,10,2012-10-30,30,1,85.5
2012,10,2012-10-30,30,2,0
2012,10,2012-10-30,30,3,0
2012,10,2012-10-30,30,4,31
2012,10,2012-10-30,30,5,67
2012,10,2012-10-30,30,6,6
2012,10,2012-10-30,30,7,103.5
2012,10,2012-10-30,30,8,23
2012,10,2012-10-30,30,9,125
2012,10,2012-10-30,30,10,104.5
2012,10,2012-10-30,30,11,224
2012,10,2012-10-30,30,12,14.5
2012,10,2012-10-30,30,13,36.5
2012,10,2012-10-30,30,14,2
2012,10,2012-10-30,30,15,0
2012,10,2012-10-30,30,16,0
2012,10,2012-10-30,30,17,0
2012,10,2012-10-30,30,18,0
2012,10,2012-10-30,30,19,0
2012,10,2012-10-30,30,20,10
2012,10,2012-10-30,30,21,11.5
2012,10,2012-10-30,30,22,72
2012,10,2012-10-30,30,23,3
2012,10,2012-10-31,31,0,0
2012,10,2012-10-31,31,1,0
2012,10,2012-10-31,31,2,0
2012,10,2012-10-31,31,3,8.5
