year,month,day,date,hour,consumption
2012,6,25,2012-06-25,19,0
2012,6,25,2012-06-25,20,75
2012,6,25,2012-06-25,21,400
2012,6,25,2012-06-25,22,75
2012,6,25,2012-06-25,23,25
2012,6,26,2012-06-26,0,0
2012,6,26,2012-06-26,1,0
2012,6,26,2012-06-26,2,0
2012,6,26,2012-06-26,3,0
2012,6,26,2012-06-26,4,25
2012,6,26,2012-06-26,5,25
2012,6,26,2012-06-26,6,75
2012,6,26,2012-06-26,7,0
2012,6,26,2012-06-26,8,300
2012,6,26,2012-06-26,9,250
2012,6,26,2012-06-26,10,50
2012,6,26,2012-06-26,11,125
2012,6,26,2012-06-26,12,125
2012,6,26,2012-06-26,13,75
2012,6,26,2012-06-26,14,25
2012,6,26,2012-06-26,15,0
2012,6,26,2012-06-26,16,0
2012,6,26,2012-06-26,17,0
2012,6,26,2012-06-26,18,0
2012,6,26,2012-06-26,19,0
2012,6,26,2012-06-26,20,0
2012,6,26,2012-06-26,21,75
2012,6,26,2012-06-26,22,25
2012,6,26,2012-06-26,23,25
2012,6,27,2012-06-27,0,200
2012,6,27,2012-06-27,1,50
2012,6,27,2012-06-27,2,50
2012,6,27,2012-06-27,3,25
2012,6,27,2012-06-27,4,50
2012,6,27,2012-06-27,5,0
2012,6,27,2012-06-27,6,75
2012,6,27,2012-06-27,7,75
2012,6,27,2012-06-27,8,125
2012,6,27,2012-06-27,9,325
2012,6,27,2012-06-27,10,325
2012,6,27,2012-06-27,11,525
2012,6,27,2012-06-27,12,0
2012,6,27,2012-06-27,13,25
2012,6,27,2012-06-27,14,0
2012,6,27,2012-06-27,15,0
2012,6,27,2012-06-27,16,0
2012,6,27,2012-06-27,17,0
2012,6,27,2012-06-27,18,0
2012,6,27,2012-06-27,19,0
2012,6,27,2012-06-27,20,50
2012,6,27,2012-06-27,21,75
2012,6,27,2012-06-27,22,0
2012,6,27,2012-06-27,23,50
2012,6,28,2012-06-28,0,50
2012,6,28,2012-06-28,1,75
2012,6,28,2012-06-28,2,0
2012,6,28,2012-06-28,3,50
2012,6,28,2012-06-28,4,50
2012,6,28,2012-06-28,5,0
2012,6,28,2012-06-28,6,50
2012,6,28,2012-06-28,7,75
2012,6,28,2012-06-28,8,100
2012,6,28,2012-06-28,9,250
2012,6,28,2012-06-28,10,700
2012,6,28,2012-06-28,11,200
2012,6,28,2012-06-28,12,425
2012,6,28,2012-06-28,13,0
2012,6,28,2012-06-28,14,0
2012,6,28,2012-06-28,15,0
2012,6,28,2012-06-28,16,0
2012,6,28,2012-06-28,17,0
2012,6,28,2012-06-28,18,0
2012,6,28,2012-06-28,19,0
2012,6,28,2012-06-28,20,0
2012,6,28,2012-06-28,21,50
2012,6,28,2012-06-28,22,125
2012,6,28,2012-06-28,23,50
2012,6,29,2012-06-29,0,25
2012,6,29,2012-06-29,1,0
2012,6,29,2012-06-29,2,25
2012,6,29,2012-06-29,3,100
2012,6,29,2012-06-29,4,100
2012,6,29,2012-06-29,5,50
2012,6,29,2012-06-29,6,125
2012,6,29,2012-06-29,7,75
2012,6,29,2012-06-29,8,75
2012,6,29,2012-06-29,9,325
2012,6,29,2012-06-29,10,350
2012,6,29,2012-06-29,11,25
2012,6,29,2012-06-29,12,175
2012,6,29,2012-06-29,13,250
2012,6,29,2012-06-29,14,25
2012,6,29,2012-06-29,15,0
2012,6,29,2012-06-29,16,0
2012,6,29,2012-06-29,17,0
2012,6,29,2012-06-29,18,0
2012,6,29,2012-06-29,19,0
2012,6,29,2012-06-29,20,75
2012,6,29,2012-06-29,21,50
2012,6,29,2012-06-29,22,0
2012,6,29,2012-06-29,23,25
2012,6,30,2012-06-30,0,50
2012,6,30,2012-06-30,1,100
2012,6,30,2012-06-30,2,75
2012,6,30,2012-06-30,3,50
2012,6,30,2012-06-30,4,0
2012,6,30,2012-06-30,5,0
2012,6,30,2012-06-30,6,75
2012,6,30,2012-06-30,7,0
2012,6,30,2012-06-30,8,275
2012,6,30,2012-06-30,9,175
2012,6,30,2012-06-30,10,200
2012,6,30,2012-06-30,11,450
2012,6,30,2012-06-30,12,50
2012,6,30,2012-06-30,13,0
2012,6,30,2012-06-30,14,0
2012,6,30,2012-06-30,15,0
2012,6,30,2012-06-30,16,0
2012,6,30,2012-06-30,17,50
2012,6,30,2012-06-30,18,0
2012,6,30,2012-06-30,19,0
2012,6,30,2012-06-30,20,0
2012,6,30,2012-06-30,21,0
2012,6,30,2012-06-30,22,0
2012,6,30,2012-06-30,23,50
2012,7,1,2012-07-01,0,50
2012,7,1,2012-07-01,1,0
2012,7,1,2012-07-01,2,50
2012,7,1,2012-07-01,3,125
2012,7,1,2012-07-01,4,25
2012,7,1,2012-07-01,5,400
2012,7,1,2012-07-01,6,25
2012,7,1,2012-07-01,7,50
2012,7,1,2012-07-01,8,125
2012,7,1,2012-07-01,9,250
2012,7,1,2012-07-01,10,225
2012,7,1,2012-07-01,11,400
2012,7,1,2012-07-01,12,325
2012,7,1,2012-07-01,13,50
2012,7,1,2012-07-01,14,0
2012,7,1,2012-07-01,15,0
2012,7,1,2012-07-01,16,25
2012,7,1,2012-07-01,17,0
2012,7,1,2012-07-01,18,0
2012,7,1,2012-07-01,19,0
2012,7,1,2012-07-01,20,0
2012,7,1,2012-07-01,21,0
2012,7,1,2012-07-01,22,0
2012,7,1,2012-07-01,23,0
2012,7,2,2012-07-02,0,125
2012,7,2,2012-07-02,1,125
2012,7,2,2012-07-02,2,150
2012,7,2,2012-07-02,3,25
2012,7,2,2012-07-02,4,0
2012,7,2,2012-07-02,5,75
2012,7,2,2012-07-02,6,0
2012,7,2,2012-07-02,7,0
2012,7,2,2012-07-02,8,0
2012,7,2,2012-07-02,9,200
2012,7,2,2012-07-02,10,50
2012,7,2,2012-07-02,11,650
2012,7,2,2012-07-02,12,0
2012,7,2,2012-07-02,13,100
2012,7,2,2012-07-02,14,0
2012,7,2,2012-07-02,15,0
2012,7,2,2012-07-02,16,0
2012,7,2,2012-07-02,17,0
2012,7,2,2012-07-02,18,0
2012,7,2,2012-07-02,19,0
2012,7,2,2012-07-02,20,0
2012,7,2,2012-07-02,21,0
2012,7,2,2012-07-02,22,0
2012,7,2,2012-07-02,23,25
2012,7,3,2012-07-03,0,75
2012,7,3,2012-07-03,1,100
2012,7,3,2012-07-03,2,0
2012,7,3,2012-07-03,3,0
2012,7,3,2012-07-03,4,100
2012,7,3,2012-07-03,5,125
2012,7,3,2012-07-03,6,125
2012,7,3,2012-07-03,7,100
2012,7,3,2012-07-03,8,200
2012,7,3,2012-07-03,9,50
2012,7,3,2012-07-03,10,550
2012,7,3,2012-07-03,11,400
2012,7,3,2012-07-03,12,425
2012,7,3,2012-07-03,13,0
2012,7,3,2012-07-03,14,0
2012,7,3,2012-07-03,15,0
2012,7,3,2012-07-03,16,0
2012,7,3,2012-07-03,17,0
2012,7,3,2012-07-03,18,0
2012,7,3,2012-07-03,19,0
2012,7,3,2012-07-03,20,0
2012,7,3,2012-07-03,21,50
2012,7,3,2012-07-03,22,0
2012,7,3,2012-07-03,23,50
2012,7,4,2012-07-04,0,0
2012,7,4,2012-07-04,1,25
2012,7,4,2012-07-04,2,0
2012,7,4,2012-07-04,3,0
2012,7,4,2012-07-04,4,0
2012,7,4,2012-07-04,5,25
2012,7,4,2012-07-04,6,50
2012,7,4,2012-07-04,7,0
2012,7,4,2012-07-04,8,325
2012,7,4,2012-07-04,9,75
2012,7,4,2012-07-04,10,0
2012,7,4,2012-07-04,11,625
2012,7,4,2012-07-04,12,0
2012,7,4,2012-07-04,13,0
2012,7,4,2012-07-04,14,200
2012,7,4,2012-07-04,15,25
2012,7,4,2012-07-04,16,0
2012,7,4,2012-07-04,17,0
2012,7,4,2012-07-04,18,0
2012,7,4,2012-07-04,19,0
2012,7,4,2012-07-04,20,0
2012,7,4,2012-07-04,21,50
2012,7,4,2012-07-04,22,100
2012,7,4,2012-07-04,23,50
2012,7,5,2012-07-05,0,75
2012,7,5,2012-07-05,1,0
2012,7,5,2012-07-05,2,50
2012,7,5,2012-07-05,3,0
2012,7,5,2012-07-05,4,25
2012,7,5,2012-07-05,5,0
2012,7,5,2012-07-05,6,75
2012,7,5,2012-07-05,7,50
2012,7,5,2012-07-05,8,0
2012,7,5,2012-07-05,9,25
2012,7,5,2012-07-05,10,0
2012,7,5,2012-07-05,11,375
2012,7,5,2012-07-05,12,650
2012,7,5,2012-07-05,13,225
2012,7,5,2012-07-05,14,0
2012,7,5,2012-07-05,15,0
2012,7,5,2012-07-05,16,0
2012,7,5,2012-07-05,17,0
2012,7,5,2012-07-05,18,0
2012,7,5,2012-07-05,19,0
2012,7,5,2012-07-05,20,0
2012,7,5,2012-07-05,21,50
2012,7,5,2012-07-05,22,0
2012,7,5,2012-07-05,23,75
2012,7,6,2012-07-06,0,25
2012,7,6,2012-07-06,1,25
2012,7,6,2012-07-06,2,0
2012,7,6,2012-07-06,3,150
2012,7,6,2012-07-06,4,0
2012,7,6,2012-07-06,5,0
2012,7,6,2012-07-06,6,25
2012,7,6,2012-07-06,7,325
2012,7,6,2012-07-06,8,150
2012,7,6,2012-07-06,9,50
2012,7,6,2012-07-06,10,325
2012,7,6,2012-07-06,11,0
2012,7,6,2012-07-06,12,250
2012,7,6,2012-07-06,13,200
2012,7,6,2012-07-06,14,0
2012,7,6,2012-07-06,15,0
2012,7,6,2012-07-06,16,0
2012,7,6,2012-07-06,17,0
2012,7,6,2012-07-06,18,0
2012,7,6,2012-07-06,19,0
2012,7,6,2012-07-06,20,0
2012,7,6,2012-07-06,21,50
2012,7,6,2012-07-06,22,25
2012,7,6,2012-07-06,23,50
2012,7,7,2012-07-07,0,50
2012,7,7,2012-07-07,1,475
2012,7,7,2012-07-07,2,0
2012,7,7,2012-07-07,3,0
2012,7,7,2012-07-07,4,75
2012,7,7,2012-07-07,5,0
2012,7,7,2012-07-07,6,0
2012,7,7,2012-07-07,7,275
2012,7,7,2012-07-07,8,75
2012,7,7,2012-07-07,9,100
2012,7,7,2012-07-07,10,400
2012,7,7,2012-07-07,11,0
2012,7,7,2012-07-07,12,200
2012,7,7,2012-07-07,13,0
2012,7,7,2012-07-07,14,0
2012,7,7,2012-07-07,15,0
2012,7,7,2012-07-07,16,0
2012,7,7,2012-07-07,17,0
2012,7,7,2012-07-07,18,0
2012,7,7,2012-07-07,19,0
2012,7,7,2012-07-07,20,0
2012,7,7,2012-07-07,21,0
2012,7,7,2012-07-07,22,0
2012,7,7,2012-07-07,23,100
2012,7,8,2012-07-08,0,0
2012,7,8,2012-07-08,1,0
2012,7,8,2012-07-08,2,0
2012,7,8,2012-07-08,3,0
2012,7,8,2012-07-08,4,0
2012,7,8,2012-07-08,5,0
2012,7,8,2012-07-08,6,0
2012,7,8,2012-07-08,7,0
2012,7,8,2012-07-08,8,0
2012,7,8,2012-07-08,9,0
2012,7,8,2012-07-08,10,325
2012,7,8,2012-07-08,11,175
2012,7,8,2012-07-08,12,0
2012,7,8,2012-07-08,13,0
2012,7,8,2012-07-08,14,175
2012,7,8,2012-07-08,15,0
2012,7,8,2012-07-08,16,0
2012,7,8,2012-07-08,17,0
2012,7,8,2012-07-08,18,0
2012,7,8,2012-07-08,19,0
2012,7,8,2012-07-08,20,0
2012,7,8,2012-07-08,21,0
2012,7,8,2012-07-08,22,0
2012,7,8,2012-07-08,23,50
2012,7,9,2012-07-09,0,50
2012,7,9,2012-07-09,1,100
2012,7,9,2012-07-09,2,25
2012,7,9,2012-07-09,3,25
2012,7,9,2012-07-09,4,0
2012,7,9,2012-07-09,5,0
2012,7,9,2012-07-09,6,0
2012,7,9,2012-07-09,7,300
2012,7,9,2012-07-09,8,300
2012,7,9,2012-07-09,9,125
2012,7,9,2012-07-09,10,325
2012,7,9,2012-07-09,11,75
2012,7,9,2012-07-09,12,400
2012,7,9,2012-07-09,13,250
2012,7,9,2012-07-09,14,0
2012,7,9,2012-07-09,15,0
2012,7,9,2012-07-09,16,0
2012,7,9,2012-07-09,17,0
2012,7,9,2012-07-09,18,0
2012,7,9,2012-07-09,19,0
2012,7,9,2012-07-09,20,0
2012,7,9,2012-07-09,21,0
2012,7,9,2012-07-09,22,25
2012,7,9,2012-07-09,23,75
2012,7,10,2012-07-10,0,25
2012,7,10,2012-07-10,1,75
2012,7,10,2012-07-10,2,25
2012,7,10,2012-07-10,3,0
2012,7,10,2012-07-10,4,75
2012,7,10,2012-07-10,5,0
2012,7,10,2012-07-10,6,50
2012,7,10,2012-07-10,7,25
2012,7,10,2012-07-10,8,175
2012,7,10,2012-07-10,9,100
2012,7,10,2012-07-10,10,150
2012,7,10,2012-07-10,11,525
2012,7,10,2012-07-10,12,525
2012,7,10,2012-07-10,13,0
2012,7,10,2012-07-10,14,0
2012,7,10,2012-07-10,15,0
2012,7,10,2012-07-10,16,0
2012,7,10,2012-07-10,17,0
2012,7,10,2012-07-10,18,0
2012,7,10,2012-07-10,19,0
2012,7,10,2012-07-10,20,0
2012,7,10,2012-07-10,21,50
2012,7,10,2012-07-10,22,0
2012,7,10,2012-07-10,23,25
2012,7,11,2012-07-11,0,100
2012,7,11,2012-07-11,1,25
2012,7,11,2012-07-11,2,0
2012,7,11,2012-07-11,3,0
2012,7,11,2012-07-11,4,0
2012,7,11,2012-07-11,5,0
2012,7,11,2012-07-11,6,25
2012,7,11,2012-07-11,7,200
2012,7,11,2012-07-11,8,200
2012,7,11,2012-07-11,9,25
2012,7,11,2012-07-11,10,500
2012,7,11,2012-07-11,11,325
2012,7,11,2012-07-11,12,225
2012,7,11,2012-07-11,13,0
2012,7,11,2012-07-11,14,0
2012,7,11,2012-07-11,15,0
2012,7,11,2012-07-11,16,0
2012,7,11,2012-07-11,17,0
2012,7,11,2012-07-11,18,0
2012,7,11,2012-07-11,19,0
2012,7,11,2012-07-11,20,0
2012,7,11,2012-07-11,21,175
2012,7,11,2012-07-11,22,100
2012,7,11,2012-07-11,23,0
2012,7,12,2012-07-12,0,50
2012,7,12,2012-07-12,1,75
2012,7,12,2012-07-12,2,0
2012,7,12,2012-07-12,3,25
2012,7,12,2012-07-12,4,0
2012,7,12,2012-07-12,5,50
2012,7,12,2012-07-12,6,125
2012,7,12,2012-07-12,7,275
2012,7,12,2012-07-12,8,25
2012,7,12,2012-07-12,9,250
2012,7,12,2012-07-12,10,0
2012,7,12,2012-07-12,11,200
2012,7,12,2012-07-12,12,750
2012,7,12,2012-07-12,13,100
2012,7,12,2012-07-12,14,0
2012,7,12,2012-07-12,15,0
2012,7,12,2012-07-12,16,0
2012,7,12,2012-07-12,17,0
2012,7,12,2012-07-12,18,0
2012,7,12,2012-07-12,19,0
2012,7,12,2012-07-12,20,0
2012,7,12,2012-07-12,21,50
2012,7,12,2012-07-12,22,0
2012,7,12,2012-07-12,23,0
2012,7,13,2012-07-13,0,75
2012,7,13,2012-07-13,1,50
2012,7,13,2012-07-13,2,150
2012,7,13,2012-07-13,3,75
2012,7,13,2012-07-13,4,25
2012,7,13,2012-07-13,5,50
2012,7,13,2012-07-13,6,25
2012,7,13,2012-07-13,7,75
2012,7,13,2012-07-13,8,25
2012,7,13,2012-07-13,9,25
2012,7,13,2012-07-13,10,275
2012,7,13,2012-07-13,11,375
2012,7,13,2012-07-13,12,775
2012,7,13,2012-07-13,13,25
2012,7,13,2012-07-13,14,0
2012,7,13,2012-07-13,15,0
2012,7,13,2012-07-13,16,0
2012,7,13,2012-07-13,17,0
2012,7,13,2012-07-13,18,0
2012,7,13,2012-07-13,19,0
2012,7,13,2012-07-13,20,0
2012,7,13,2012-07-13,21,50
2012,7,13,2012-07-13,22,25
2012,7,13,2012-07-13,23,0
2012,7,14,2012-07-14,0,100
2012,7,14,2012-07-14,1,75
2012,7,14,2012-07-14,2,25
2012,7,14,2012-07-14,3,75
2012,7,14,2012-07-14,4,0
2012,7,14,2012-07-14,5,0
2012,7,14,2012-07-14,6,50
2012,7,14,2012-07-14,7,0
2012,7,14,2012-07-14,8,400
2012,7,14,2012-07-14,9,25
2012,7,14,2012-07-14,10,375
2012,7,14,2012-07-14,11,100
2012,7,14,2012-07-14,12,125
2012,7,14,2012-07-14,13,250
2012,7,14,2012-07-14,14,0
2012,7,14,2012-07-14,15,0
2012,7,14,2012-07-14,16,0
2012,7,14,2012-07-14,17,0
2012,7,14,2012-07-14,18,0
2012,7,14,2012-07-14,19,0
2012,7,14,2012-07-14,20,0
2012,7,14,2012-07-14,21,25
2012,7,14,2012-07-14,22,0
2012,7,14,2012-07-14,23,25
2012,7,15,2012-07-15,0,100
2012,7,15,2012-07-15,1,75
2012,7,15,2012-07-15,2,0
2012,7,15,2012-07-15,3,0
2012,7,15,2012-07-15,4,0
2012,7,15,2012-07-15,5,0
2012,7,15,2012-07-15,6,0
2012,7,15,2012-07-15,7,0
2012,7,15,2012-07-15,8,150
2012,7,15,2012-07-15,9,0
2012,7,15,2012-07-15,10,200
2012,7,15,2012-07-15,11,375
2012,7,15,2012-07-15,12,50
2012,7,15,2012-07-15,13,0
2012,7,15,2012-07-15,14,0
2012,7,15,2012-07-15,15,0
2012,7,15,2012-07-15,16,25
2012,7,15,2012-07-15,17,0
2012,7,15,2012-07-15,18,0
2012,7,15,2012-07-15,19,0
2012,7,15,2012-07-15,20,0
2012,7,15,2012-07-15,21,0
2012,7,15,2012-07-15,22,0
2012,7,15,2012-07-15,23,50
2012,7,16,2012-07-16,0,50
2012,7,16,2012-07-16,1,0
2012,7,16,2012-07-16,2,0
2012,7,16,2012-07-16,3,200
2012,7,16,2012-07-16,4,25
2012,7,16,2012-07-16,5,25
2012,7,16,2012-07-16,6,75
2012,7,16,2012-07-16,7,50
2012,7,16,2012-07-16,8,75
2012,7,16,2012-07-16,9,100
2012,7,16,2012-07-16,10,550
2012,7,16,2012-07-16,11,625
2012,7,16,2012-07-16,12,25
2012,7,16,2012-07-16,13,0
2012,7,16,2012-07-16,14,25
2012,7,16,2012-07-16,15,0
2012,7,16,2012-07-16,16,0
2012,7,16,2012-07-16,17,0
2012,7,16,2012-07-16,18,0
2012,7,16,2012-07-16,19,0
2012,7,16,2012-07-16,20,0
2012,7,16,2012-07-16,21,0
2012,7,16,2012-07-16,22,0
2012,7,16,2012-07-16,23,25
2012,7,17,2012-07-17,0,75
2012,7,17,2012-07-17,1,25
2012,7,17,2012-07-17,2,150
2012,7,17,2012-07-17,3,225
2012,7,17,2012-07-17,4,0
2012,7,17,2012-07-17,5,0
2012,7,17,2012-07-17,6,0
2012,7,17,2012-07-17,7,25
2012,7,17,2012-07-17,8,50
2012,7,17,2012-07-17,9,0
2012,7,17,2012-07-17,10,100
2012,7,17,2012-07-17,11,350
2012,7,17,2012-07-17,12,650
2012,7,17,2012-07-17,13,0
2012,7,17,2012-07-17,14,0
2012,7,17,2012-07-17,15,0
2012,7,17,2012-07-17,16,0
2012,7,17,2012-07-17,17,0
2012,7,17,2012-07-17,18,0
2012,7,17,2012-07-17,19,0
2012,7,17,2012-07-17,20,0
2012,7,17,2012-07-17,21,50
2012,7,17,2012-07-17,22,0
2012,7,17,2012-07-17,23,75
2012,7,18,2012-07-18,0,0
2012,7,18,2012-07-18,1,25
2012,7,18,2012-07-18,2,50
2012,7,18,2012-07-18,3,25
2012,7,18,2012-07-18,4,0
2012,7,18,2012-07-18,5,0
2012,7,18,2012-07-18,6,75
2012,7,18,2012-07-18,7,25
2012,7,18,2012-07-18,8,275
2012,7,18,2012-07-18,9,0
2012,7,18,2012-07-18,10,100
2012,7,18,2012-07-18,11,700
2012,7,18,2012-07-18,12,0
2012,7,18,2012-07-18,13,0
2012,7,18,2012-07-18,14,0
2012,7,18,2012-07-18,15,0
2012,7,18,2012-07-18,16,0
2012,7,18,2012-07-18,17,0
2012,7,18,2012-07-18,18,0
2012,7,18,2012-07-18,19,0
2012,7,18,2012-07-18,20,0
2012,7,18,2012-07-18,21,50
2012,7,18,2012-07-18,22,0
2012,7,18,2012-07-18,23,0
2012,7,19,2012-07-19,0,0
2012,7,19,2012-07-19,1,75
2012,7,19,2012-07-19,2,75
2012,7,19,2012-07-19,3,0
2012,7,19,2012-07-19,4,0
2012,7,19,2012-07-19,5,0
2012,7,19,2012-07-19,6,200
2012,7,19,2012-07-19,7,100
2012,7,19,2012-07-19,8,25
2012,7,19,2012-07-19,9,0
2012,7,19,2012-07-19,10,225
2012,7,19,2012-07-19,11,0
2012,7,19,2012-07-19,12,550
2012,7,19,2012-07-19,13,25
2012,7,19,2012-07-19,14,0
2012,7,19,2012-07-19,15,0
2012,7,19,2012-07-19,16,0
2012,7,19,2012-07-19,17,0
2012,7,19,2012-07-19,18,0
2012,7,19,2012-07-19,19,0
2012,7,19,2012-07-19,20,0
2012,7,19,2012-07-19,21,50
2012,7,19,2012-07-19,22,0
2012,7,19,2012-07-19,23,0
2012,7,20,2012-07-20,0,0
2012,7,20,2012-07-20,1,125
2012,7,20,2012-07-20,2,375
2012,7,20,2012-07-20,3,50
2012,7,20,2012-07-20,4,25
2012,7,20,2012-07-20,5,50
2012,7,20,2012-07-20,6,150
2012,7,20,2012-07-20,7,125
2012,7,20,2012-07-20,8,100
2012,7,20,2012-07-20,9,75
2012,7,20,2012-07-20,10,350
2012,7,20,2012-07-20,11,100
2012,7,20,2012-07-20,12,0
2012,7,20,2012-07-20,13,525
2012,7,20,2012-07-20,14,0
2012,7,20,2012-07-20,15,0
2012,7,20,2012-07-20,16,0
2012,7,20,2012-07-20,17,0
2012,7,20,2012-07-20,18,0
2012,7,20,2012-07-20,19,0
2012,7,20,2012-07-20,20,0
2012,7,20,2012-07-20,21,25
2012,7,20,2012-07-20,22,100
2012,7,20,2012-07-20,23,25
2012,7,21,2012-07-21,0,25
2012,7,21,2012-07-21,1,0
2012,7,21,2012-07-21,2,0
2012,7,21,2012-07-21,3,0
2012,7,21,2012-07-21,4,25
2012,7,21,2012-07-21,5,0
2012,7,21,2012-07-21,6,175
2012,7,21,2012-07-21,7,300
2012,7,21,2012-07-21,8,150
2012,7,21,2012-07-21,9,225
2012,7,21,2012-07-21,10,0
2012,7,21,2012-07-21,11,150
2012,7,21,2012-07-21,12,125
2012,7,21,2012-07-21,13,325
2012,7,21,2012-07-21,14,0
2012,7,21,2012-07-21,15,0
2012,7,21,2012-07-21,16,0
2012,7,21,2012-07-21,17,0
2012,7,21,2012-07-21,18,0
2012,7,21,2012-07-21,19,0
2012,7,21,2012-07-21,20,0
2012,7,21,2012-07-21,21,0
2012,7,21,2012-07-21,22,0
2012,7,21,2012-07-21,23,275
2012,7,22,2012-07-22,0,25
2012,7,22,2012-07-22,1,25
2012,7,22,2012-07-22,2,0
2012,7,22,2012-07-22,3,0
2012,7,22,2012-07-22,4,25
2012,7,22,2012-07-22,5,50
2012,7,22,2012-07-22,6,50
2012,7,22,2012-07-22,7,125
2012,7,22,2012-07-22,8,175
2012,7,22,2012-07-22,9,375
2012,7,22,2012-07-22,10,0
2012,7,22,2012-07-22,11,350
2012,7,22,2012-07-22,12,50
2012,7,22,2012-07-22,13,0
2012,7,22,2012-07-22,14,0
2012,7,22,2012-07-22,15,0
2012,7,22,2012-07-22,16,0
2012,7,22,2012-07-22,17,0
2012,7,22,2012-07-22,18,0
2012,7,22,2012-07-22,19,0
2012,7,22,2012-07-22,20,0
2012,7,22,2012-07-22,21,0
2012,7,22,2012-07-22,22,0
2012,7,22,2012-07-22,23,100
2012,7,23,2012-07-23,0,0
2012,7,23,2012-07-23,1,25
2012,7,23,2012-07-23,2,0
2012,7,23,2012-07-23,3,125
2012,7,23,2012-07-23,4,225
2012,7,23,2012-07-23,5,25
2012,7,23,2012-07-23,6,100
2012,7,23,2012-07-23,7,0
2012,7,23,2012-07-23,8,0
2012,7,23,2012-07-23,9,0
2012,7,23,2012-07-23,10,100
2012,7,23,2012-07-23,11,500
2012,7,23,2012-07-23,12,200
2012,7,23,2012-07-23,13,0
2012,7,23,2012-07-23,14,0
2012,7,23,2012-07-23,15,0
2012,7,23,2012-07-23,16,0
2012,7,23,2012-07-23,17,0
2012,7,23,2012-07-23,18,0
2012,7,23,2012-07-23,19,0
2012,7,23,2012-07-23,20,0
2012,7,23,2012-07-23,21,50
2012,7,23,2012-07-23,22,0
2012,7,23,2012-07-23,23,0
2012,7,24,2012-07-24,0,50
2012,7,24,2012-07-24,1,0
2012,7,24,2012-07-24,2,25
2012,7,24,2012-07-24,3,0
2012,7,24,2012-07-24,4,0
2012,7,24,2012-07-24,5,50
2012,7,24,2012-07-24,6,25
2012,7,24,2012-07-24,7,150
2012,7,24,2012-07-24,8,150
2012,7,24,2012-07-24,9,250
2012,7,24,2012-07-24,10,150
2012,7,24,2012-07-24,11,375
2012,7,24,2012-07-24,12,0
2012,7,24,2012-07-24,13,150
2012,7,24,2012-07-24,14,0
2012,7,24,2012-07-24,15,0
2012,7,24,2012-07-24,16,0
2012,7,24,2012-07-24,17,0
2012,7,24,2012-07-24,18,0
2012,7,24,2012-07-24,19,0
2012,7,24,2012-07-24,20,0
2012,7,24,2012-07-24,21,50
2012,7,24,2012-07-24,22,0
2012,7,24,2012-07-24,23,50
2012,7,25,2012-07-25,0,25
2012,7,25,2012-07-25,1,0
2012,7,25,2012-07-25,2,0
2012,7,25,2012-07-25,3,0
2012,7,25,2012-07-25,4,75
2012,7,25,2012-07-25,5,25
2012,7,25,2012-07-25,6,325
2012,7,25,2012-07-25,7,75
2012,7,25,2012-07-25,8,0
2012,7,25,2012-07-25,9,325
2012,7,25,2012-07-25,10,825
2012,7,25,2012-07-25,11,0
2012,7,25,2012-07-25,12,100
2012,7,25,2012-07-25,13,100
2012,7,25,2012-07-25,14,0
2012,7,25,2012-07-25,15,0
2012,7,25,2012-07-25,16,0
2012,7,25,2012-07-25,17,0
2012,7,25,2012-07-25,18,0
2012,7,25,2012-07-25,19,0
2012,7,25,2012-07-25,20,0
2012,7,25,2012-07-25,21,50
2012,7,25,2012-07-25,22,0
2012,7,25,2012-07-25,23,0
2012,7,26,2012-07-26,0,75
2012,7,26,2012-07-26,1,25
2012,7,26,2012-07-26,2,25
2012,7,26,2012-07-26,3,0
2012,7,26,2012-07-26,4,50
2012,7,26,2012-07-26,5,0
2012,7,26,2012-07-26,6,25
2012,7,26,2012-07-26,7,50
2012,7,26,2012-07-26,8,300
2012,7,26,2012-07-26,9,50
2012,7,26,2012-07-26,10,400
2012,7,26,2012-07-26,11,475
2012,7,26,2012-07-26,12,325
2012,7,26,2012-07-26,13,25
2012,7,26,2012-07-26,14,0
2012,7,26,2012-07-26,15,0
2012,7,26,2012-07-26,16,0
2012,7,26,2012-07-26,17,0
2012,7,26,2012-07-26,18,0
2012,7,26,2012-07-26,19,0
2012,7,26,2012-07-26,20,0
2012,7,26,2012-07-26,21,50
2012,7,26,2012-07-26,22,0
2012,7,26,2012-07-26,23,25
2012,7,27,2012-07-27,0,50
2012,7,27,2012-07-27,1,0
2012,7,27,2012-07-27,2,75
2012,7,27,2012-07-27,3,50
2012,7,27,2012-07-27,4,0
2012,7,27,2012-07-27,5,0
2012,7,27,2012-07-27,6,175
2012,7,27,2012-07-27,7,50
2012,7,27,2012-07-27,8,75
2012,7,27,2012-07-27,9,425
2012,7,27,2012-07-27,10,50
2012,7,27,2012-07-27,11,700
2012,7,27,2012-07-27,12,25
2012,7,27,2012-07-27,13,25
2012,7,27,2012-07-27,14,0
2012,7,27,2012-07-27,15,0
2012,7,27,2012-07-27,16,0
2012,7,27,2012-07-27,17,0
2012,7,27,2012-07-27,18,0
2012,7,27,2012-07-27,19,0
2012,7,27,2012-07-27,20,0
2012,7,27,2012-07-27,21,25
2012,7,27,2012-07-27,22,0
2012,7,27,2012-07-27,23,0
2012,7,28,2012-07-28,0,125
2012,7,28,2012-07-28,1,25
2012,7,28,2012-07-28,2,25
