year,month,day,date,hour,consumption
2012,8,8,2012-08-08,2,0.72
2012,8,8,2012-08-08,3,0.656
2012,8,8,2012-08-08,4,0.696
2012,8,8,2012-08-08,5,0.831
2012,8,8,2012-08-08,6,1.285
2012,8,8,2012-08-08,7,0.931
2012,8,8,2012-08-08,8,0.947
2012,8,8,2012-08-08,9,1.388
2012,8,8,2012-08-08,10,1.459
2012,8,8,2012-08-08,11,1.889
2012,8,8,2012-08-08,12,1.912
2012,8,8,2012-08-08,13,1.932
2012,8,8,2012-08-08,14,1.084
2012,8,8,2012-08-08,15,1.182
2012,8,8,2012-08-08,16,0.672
2012,8,8,2012-08-08,17,0.704
2012,8,8,2012-08-08,18,0.664
2012,8,8,2012-08-08,19,0.691
2012,8,8,2012-08-08,20,0.662
2012,8,8,2012-08-08,21,1.148
2012,8,8,2012-08-08,22,0.972
2012,8,8,2012-08-08,23,1.389
2012,8,9,2012-08-09,0,0.729
2012,8,9,2012-08-09,1,0.734
2012,8,9,2012-08-09,2,0.721
2012,8,9,2012-08-09,3,0.716
2012,8,9,2012-08-09,4,0.807
2012,8,9,2012-08-09,5,0.735
2012,8,9,2012-08-09,6,0.694
2012,8,9,2012-08-09,7,1.113
2012,8,9,2012-08-09,8,0.925
2012,8,9,2012-08-09,9,0.929
2012,8,9,2012-08-09,10,1.154
2012,8,9,2012-08-09,11,1.047
2012,8,9,2012-08-09,12,1.377
2012,8,9,2012-08-09,13,1.919
2012,8,9,2012-08-09,14,1.382
2012,8,9,2012-08-09,15,0.71
2012,8,9,2012-08-09,16,0.746
2012,8,9,2012-08-09,17,0.69
2012,8,9,2012-08-09,18,0.734
2012,8,9,2012-08-09,19,0.691
2012,8,9,2012-08-09,20,0.709
2012,8,9,2012-08-09,21,1.009
2012,8,9,2012-08-09,22,0.682
2012,8,9,2012-08-09,23,0.97
2012,8,10,2012-08-10,0,0.666
2012,8,10,2012-08-10,1,0.874
2012,8,10,2012-08-10,2,0.643
2012,8,10,2012-08-10,3,0.721
2012,8,10,2012-08-10,4,0.625
2012,8,10,2012-08-10,5,0.99
2012,8,10,2012-08-10,6,1.278
2012,8,10,2012-08-10,7,1.553
2012,8,10,2012-08-10,8,1.23
2012,8,10,2012-08-10,9,1.867
2012,8,10,2012-08-10,10,2.569
2012,8,10,2012-08-10,11,1.209
2012,8,10,2012-08-10,12,1.89
2012,8,10,2012-08-10,13,2.987
2012,8,10,2012-08-10,14,0.729
2012,8,10,2012-08-10,15,0.711
2012,8,10,2012-08-10,16,0.728
2012,8,10,2012-08-10,17,0.691
2012,8,10,2012-08-10,18,0.733
2012,8,10,2012-08-10,19,0.704
2012,8,10,2012-08-10,20,0.725
2012,8,10,2012-08-10,21,1.062
2012,8,10,2012-08-10,22,0.674
2012,8,10,2012-08-10,23,0.779
2012,8,11,2012-08-11,0,0.893
2012,8,11,2012-08-11,1,0.716
2012,8,11,2012-08-11,2,0.736
2012,8,11,2012-08-11,3,0.732
2012,8,11,2012-08-11,4,0.67
2012,8,11,2012-08-11,5,0.641
2012,8,11,2012-08-11,6,0.955
2012,8,11,2012-08-11,7,0.946
2012,8,11,2012-08-11,8,1.941
2012,8,11,2012-08-11,9,1.11
2012,8,11,2012-08-11,10,1.721
2012,8,11,2012-08-11,11,1.88
2012,8,11,2012-08-11,12,1.394
2012,8,11,2012-08-11,13,1.132
2012,8,11,2012-08-11,14,0.923
2012,8,11,2012-08-11,15,0.905
2012,8,11,2012-08-11,16,0.694
2012,8,11,2012-08-11,17,0.664
2012,8,11,2012-08-11,18,0.675
2012,8,11,2012-08-11,19,0.742
2012,8,11,2012-08-11,20,0.715
2012,8,11,2012-08-11,21,0.709
2012,8,11,2012-08-11,22,1.044
2012,8,11,2012-08-11,23,0.997
2012,8,12,2012-08-12,0,1.428
2012,8,12,2012-08-12,1,0.8
2012,8,12,2012-08-12,2,0.886
2012,8,12,2012-08-12,3,0.672
2012,8,12,2012-08-12,4,0.697
2012,8,12,2012-08-12,5,1.086
2012,8,12,2012-08-12,6,1.089
2012,8,12,2012-08-12,7,0.731
2012,8,12,2012-08-12,8,1.145
2012,8,12,2012-08-12,9,1.567
2012,8,12,2012-08-12,10,1.258
2012,8,12,2012-08-12,11,1.469
2012,8,12,2012-08-12,12,1.963
2012,8,12,2012-08-12,13,1.679
2012,8,12,2012-08-12,14,0.752
2012,8,12,2012-08-12,15,0.862
2012,8,12,2012-08-12,16,0.748
2012,8,12,2012-08-12,17,0.715
2012,8,12,2012-08-12,18,0.695
2012,8,12,2012-08-12,19,0.672
2012,8,12,2012-08-12,20,0.705
2012,8,12,2012-08-12,21,0.686
2012,8,12,2012-08-12,22,1.085
2012,8,12,2012-08-12,23,1.213
2012,8,13,2012-08-13,0,0.818
2012,8,13,2012-08-13,1,0.969
2012,8,13,2012-08-13,2,1.26
2012,8,13,2012-08-13,3,0.948
2012,8,13,2012-08-13,4,0.676
2012,8,13,2012-08-13,5,0.988
2012,8,13,2012-08-13,6,0.947
2012,8,13,2012-08-13,7,2.59
2012,8,13,2012-08-13,8,1.406
2012,8,13,2012-08-13,9,1.107
2012,8,13,2012-08-13,10,1.384
2012,8,13,2012-08-13,11,1.435
2012,8,13,2012-08-13,12,1.412
2012,8,13,2012-08-13,13,1.152
2012,8,13,2012-08-13,14,0.746
2012,8,13,2012-08-13,15,0.669
2012,8,13,2012-08-13,16,0.696
2012,8,13,2012-08-13,17,0.694
2012,8,13,2012-08-13,18,0.67
2012,8,13,2012-08-13,19,0.72
2012,8,13,2012-08-13,20,0.665
2012,8,13,2012-08-13,21,1.072
2012,8,13,2012-08-13,22,0.971
2012,8,13,2012-08-13,23,1.015
2012,8,14,2012-08-14,0,0.691
2012,8,14,2012-08-14,1,0.672
2012,8,14,2012-08-14,2,0.634
2012,8,14,2012-08-14,3,0.616
2012,8,14,2012-08-14,4,0.679
2012,8,14,2012-08-14,5,0.658
2012,8,14,2012-08-14,6,0.946
2012,8,14,2012-08-14,7,0.893
2012,8,14,2012-08-14,8,0.806
2012,8,14,2012-08-14,9,2.749
2012,8,14,2012-08-14,10,1.571
2012,8,14,2012-08-14,11,1.914
2012,8,14,2012-08-14,12,1.805
2012,8,14,2012-08-14,13,1.13
2012,8,14,2012-08-14,14,0.759
2012,8,14,2012-08-14,15,0.705
2012,8,14,2012-08-14,16,0.706
2012,8,14,2012-08-14,17,0.664
2012,8,14,2012-08-14,18,0.687
2012,8,14,2012-08-14,19,0.675
2012,8,14,2012-08-14,20,0.839
2012,8,14,2012-08-14,21,1.006
2012,8,14,2012-08-14,22,0.757
2012,8,14,2012-08-14,23,0.861
2012,8,15,2012-08-15,0,0.749
2012,8,15,2012-08-15,1,0.676
2012,8,15,2012-08-15,2,0.646
2012,8,15,2012-08-15,3,0.695
2012,8,15,2012-08-15,4,0.966
2012,8,15,2012-08-15,5,1.606
2012,8,15,2012-08-15,6,2.702
2012,8,15,2012-08-15,7,2.153
2012,8,15,2012-08-15,8,2.249
2012,8,15,2012-08-15,9,1.276
2012,8,15,2012-08-15,10,1.203
2012,8,15,2012-08-15,11,1.393
2012,8,15,2012-08-15,12,1.521
2012,8,15,2012-08-15,13,1.101
2012,8,15,2012-08-15,14,0.809
2012,8,15,2012-08-15,15,0.691
2012,8,15,2012-08-15,16,0.656
2012,8,15,2012-08-15,17,0.683
2012,8,15,2012-08-15,18,0.662
2012,8,15,2012-08-15,19,0.675
2012,8,15,2012-08-15,20,0.674
2012,8,15,2012-08-15,21,1.027
2012,8,15,2012-08-15,22,2.665
2012,8,15,2012-08-15,23,1.752
2012,8,16,2012-08-16,0,1.023
2012,8,16,2012-08-16,1,1.018
2012,8,16,2012-08-16,2,1.287
2012,8,16,2012-08-16,3,1.512
2012,8,16,2012-08-16,4,2.073
2012,8,16,2012-08-16,5,2.081
2012,8,16,2012-08-16,6,2.332
2012,8,16,2012-08-16,7,3.291
2012,8,16,2012-08-16,8,2.727
2012,8,16,2012-08-16,9,2.402
2012,8,16,2012-08-16,10,4.025
2012,8,16,2012-08-16,11,3.577
2012,8,16,2012-08-16,12,3.344
2012,8,16,2012-08-16,13,1.452
2012,8,16,2012-08-16,14,0.936
2012,8,16,2012-08-16,15,0.852
2012,8,16,2012-08-16,16,0.794
2012,8,16,2012-08-16,17,0.85
2012,8,16,2012-08-16,18,0.752
2012,8,16,2012-08-16,19,0.842
2012,8,16,2012-08-16,20,0.999
2012,8,16,2012-08-16,21,0.791
2012,8,16,2012-08-16,22,0.804
2012,8,16,2012-08-16,23,0.747
2012,8,17,2012-08-17,0,0.73
2012,8,17,2012-08-17,1,0.901
2012,8,17,2012-08-17,2,0.82
2012,8,17,2012-08-17,3,0.89
2012,8,17,2012-08-17,4,1.59
2012,8,17,2012-08-17,5,2.127
2012,8,17,2012-08-17,6,2.438
2012,8,17,2012-08-17,7,1.963
2012,8,17,2012-08-17,8,3.042
2012,8,17,2012-08-17,9,2.125
2012,8,17,2012-08-17,10,1.497
2012,8,17,2012-08-17,11,1.765
2012,8,17,2012-08-17,12,1.386
2012,8,17,2012-08-17,13,1.21
2012,8,17,2012-08-17,14,0.77
2012,8,17,2012-08-17,15,0.741
2012,8,17,2012-08-17,16,0.699
2012,8,17,2012-08-17,17,0.689
2012,8,17,2012-08-17,18,0.699
2012,8,17,2012-08-17,19,0.652
2012,8,17,2012-08-17,20,0.703
2012,8,17,2012-08-17,21,0.69
2012,8,17,2012-08-17,22,0.871
2012,8,17,2012-08-17,23,1.149
2012,8,18,2012-08-18,0,0.728
2012,8,18,2012-08-18,1,0.702
2012,8,18,2012-08-18,2,0.947
2012,8,18,2012-08-18,3,0.768
2012,8,18,2012-08-18,4,0.998
2012,8,18,2012-08-18,5,1.737
2012,8,18,2012-08-18,6,3.199
2012,8,18,2012-08-18,7,3.49
2012,8,18,2012-08-18,8,2.001
2012,8,18,2012-08-18,9,2.236
2012,8,18,2012-08-18,10,2.434
2012,8,18,2012-08-18,11,1.453
2012,8,18,2012-08-18,12,1.432
2012,8,18,2012-08-18,13,1.242
2012,8,18,2012-08-18,14,0.76
2012,8,18,2012-08-18,15,0.671
2012,8,18,2012-08-18,16,0.692
2012,8,18,2012-08-18,17,0.674
2012,8,18,2012-08-18,18,0.709
2012,8,18,2012-08-18,19,0.66
2012,8,18,2012-08-18,20,0.695
2012,8,18,2012-08-18,21,0.661
2012,8,18,2012-08-18,22,0.84
2012,8,18,2012-08-18,23,1.091
2012,8,19,2012-08-19,0,0.995
2012,8,19,2012-08-19,1,0.685
2012,8,19,2012-08-19,2,1.3
2012,8,19,2012-08-19,3,2.015
2012,8,19,2012-08-19,4,2.54
2012,8,19,2012-08-19,5,2.12
2012,8,19,2012-08-19,6,0.819
2012,8,19,2012-08-19,7,0.984
2012,8,19,2012-08-19,8,0.643
2012,8,19,2012-08-19,9,0.733
2012,8,19,2012-08-19,10,1.199
2012,8,19,2012-08-19,11,1.342
2012,8,19,2012-08-19,12,1.429
2012,8,19,2012-08-19,13,1.062
2012,8,19,2012-08-19,14,0.811
2012,8,19,2012-08-19,15,0.687
2012,8,19,2012-08-19,16,0.662
2012,8,19,2012-08-19,17,0.699
2012,8,19,2012-08-19,18,0.688
2012,8,19,2012-08-19,19,0.682
2012,8,19,2012-08-19,20,0.68
2012,8,19,2012-08-19,21,0.662
2012,8,19,2012-08-19,22,0.878
2012,8,19,2012-08-19,23,1.142
2012,8,20,2012-08-20,0,1.04
2012,8,20,2012-08-20,1,0.656
2012,8,20,2012-08-20,2,0.706
2012,8,20,2012-08-20,3,0.707
2012,8,20,2012-08-20,4,0.686
2012,8,20,2012-08-20,5,1.445
2012,8,20,2012-08-20,6,1.47
2012,8,20,2012-08-20,7,1.029
2012,8,20,2012-08-20,8,0.824
2012,8,20,2012-08-20,9,1.345
2012,8,20,2012-08-20,10,1.545
2012,8,20,2012-08-20,11,2.015
2012,8,20,2012-08-20,12,1.529
2012,8,20,2012-08-20,13,1.638
2012,8,20,2012-08-20,14,0.854
2012,8,20,2012-08-20,15,0.701
2012,8,20,2012-08-20,16,0.721
2012,8,20,2012-08-20,17,0.748
2012,8,20,2012-08-20,18,0.738
2012,8,20,2012-08-20,19,0.767
2012,8,20,2012-08-20,20,1.251
2012,8,20,2012-08-20,21,1.013
2012,8,20,2012-08-20,22,0.714
2012,8,20,2012-08-20,23,0.917
2012,8,21,2012-08-21,0,0.985
2012,8,21,2012-08-21,1,0.891
2012,8,21,2012-08-21,2,1.053
2012,8,21,2012-08-21,3,0.753
2012,8,21,2012-08-21,4,0.739
2012,8,21,2012-08-21,5,0.925
2012,8,21,2012-08-21,6,0.796
2012,8,21,2012-08-21,7,0.943
2012,8,21,2012-08-21,8,0.957
2012,8,21,2012-08-21,9,1.164
2012,8,21,2012-08-21,10,2.726
2012,8,21,2012-08-21,11,1.609
2012,8,21,2012-08-21,12,2.14
2012,8,21,2012-08-21,13,1.24
2012,8,21,2012-08-21,14,0.935
2012,8,21,2012-08-21,15,0.764
2012,8,21,2012-08-21,16,0.745
2012,8,21,2012-08-21,17,0.707
2012,8,21,2012-08-21,18,0.715
2012,8,21,2012-08-21,19,0.683
2012,8,21,2012-08-21,20,0.715
2012,8,21,2012-08-21,21,0.868
2012,8,21,2012-08-21,22,0.705
2012,8,21,2012-08-21,23,0.712
2012,8,22,2012-08-22,0,0.734
2012,8,22,2012-08-22,1,0.669
2012,8,22,2012-08-22,2,0.687
2012,8,22,2012-08-22,3,0.682
2012,8,22,2012-08-22,4,0.852
2012,8,22,2012-08-22,5,0.874
2012,8,22,2012-08-22,6,1.057
2012,8,22,2012-08-22,7,1.289
2012,8,22,2012-08-22,8,0.856
2012,8,22,2012-08-22,9,0.754
2012,8,22,2012-08-22,10,1.383
2012,8,22,2012-08-22,11,1.116
2012,8,22,2012-08-22,12,1.205
2012,8,22,2012-08-22,13,1.303
2012,8,22,2012-08-22,14,0.815
2012,8,22,2012-08-22,15,0.705
2012,8,22,2012-08-22,16,0.844
2012,8,22,2012-08-22,17,0.72
2012,8,22,2012-08-22,18,0.728
2012,8,22,2012-08-22,19,0.717
2012,8,22,2012-08-22,20,0.695
2012,8,22,2012-08-22,21,0.968
2012,8,22,2012-08-22,22,0.718
2012,8,22,2012-08-22,23,0.795
2012,8,23,2012-08-23,0,0.98
2012,8,23,2012-08-23,1,0.895
2012,8,23,2012-08-23,2,0.747
2012,8,23,2012-08-23,3,0.74
2012,8,23,2012-08-23,4,0.744
2012,8,23,2012-08-23,5,0.708
2012,8,23,2012-08-23,6,0.73
2012,8,23,2012-08-23,7,1.012
2012,8,23,2012-08-23,8,0.885
2012,8,23,2012-08-23,9,0.977
2012,8,23,2012-08-23,10,1.346
2012,8,23,2012-08-23,11,1.386
2012,8,23,2012-08-23,12,1.315
2012,8,23,2012-08-23,13,1.237
2012,8,23,2012-08-23,14,0.782
2012,8,23,2012-08-23,15,0.708
2012,8,23,2012-08-23,16,0.673
2012,8,23,2012-08-23,17,0.705
2012,8,23,2012-08-23,18,0.774
2012,8,23,2012-08-23,19,0.721
2012,8,23,2012-08-23,20,0.7
2012,8,23,2012-08-23,21,0.941
2012,8,23,2012-08-23,22,0.748
2012,8,23,2012-08-23,23,0.714
2012,8,24,2012-08-24,0,0.914
2012,8,24,2012-08-24,1,0.735
2012,8,24,2012-08-24,2,0.745
2012,8,24,2012-08-24,3,0.708
2012,8,24,2012-08-24,4,0.734
2012,8,24,2012-08-24,5,0.745
2012,8,24,2012-08-24,6,1.038
2012,8,24,2012-08-24,7,1.425
2012,8,24,2012-08-24,8,4.538
2012,8,24,2012-08-24,9,1.715
2012,8,24,2012-08-24,10,2.1
2012,8,24,2012-08-24,11,2.732
2012,8,24,2012-08-24,12,1.926
2012,8,24,2012-08-24,13,1.681
2012,8,24,2012-08-24,14,0.888
2012,8,24,2012-08-24,15,0.825
2012,8,24,2012-08-24,16,0.75
2012,8,24,2012-08-24,17,0.667
2012,8,24,2012-08-24,18,0.651
2012,8,24,2012-08-24,19,0.675
2012,8,24,2012-08-24,20,0.666
2012,8,24,2012-08-24,21,0.825
2012,8,24,2012-08-24,22,0.681
2012,8,24,2012-08-24,23,0.64
2012,8,25,2012-08-25,0,0.872
2012,8,25,2012-08-25,1,0.718
2012,8,25,2012-08-25,2,0.653
2012,8,25,2012-08-25,3,0.688
2012,8,25,2012-08-25,4,0.664
2012,8,25,2012-08-25,5,0.67
2012,8,25,2012-08-25,6,0.91
2012,8,25,2012-08-25,7,0.689
2012,8,25,2012-08-25,8,0.934
2012,8,25,2012-08-25,9,1.19
2012,8,25,2012-08-25,10,1.314
2012,8,25,2012-08-25,11,1.23
2012,8,25,2012-08-25,12,1.335
2012,8,25,2012-08-25,13,1.347
2012,8,25,2012-08-25,14,1.447
2012,8,25,2012-08-25,15,0.754
2012,8,25,2012-08-25,16,0.658
2012,8,25,2012-08-25,17,0.669
2012,8,25,2012-08-25,18,0.66
2012,8,25,2012-08-25,19,0.664
2012,8,25,2012-08-25,20,0.661
2012,8,25,2012-08-25,21,0.651
2012,8,25,2012-08-25,22,0.669
2012,8,25,2012-08-25,23,0.884
2012,8,26,2012-08-26,0,1.123
2012,8,26,2012-08-26,1,1.574
2012,8,26,2012-08-26,2,2.249
2012,8,26,2012-08-26,3,2.165
2012,8,26,2012-08-26,4,1.366
2012,8,26,2012-08-26,5,1.532
2012,8,26,2012-08-26,6,0.705
2012,8,26,2012-08-26,7,0.727
2012,8,26,2012-08-26,8,0.8
2012,8,26,2012-08-26,9,1.676
2012,8,26,2012-08-26,10,2.065
2012,8,26,2012-08-26,11,1.447
2012,8,26,2012-08-26,12,1.379
2012,8,26,2012-08-26,13,1.534
2012,8,26,2012-08-26,14,0.968
2012,8,26,2012-08-26,15,0.699
2012,8,26,2012-08-26,16,0.734
2012,8,26,2012-08-26,17,0.694
2012,8,26,2012-08-26,18,0.789
2012,8,26,2012-08-26,19,0.683
2012,8,26,2012-08-26,20,0.695
2012,8,26,2012-08-26,21,0.648
2012,8,26,2012-08-26,22,0.739
2012,8,26,2012-08-26,23,1.034
2012,8,27,2012-08-27,0,0.98
2012,8,27,2012-08-27,1,0.956
2012,8,27,2012-08-27,2,0.805
2012,8,27,2012-08-27,3,0.663
2012,8,27,2012-08-27,4,0.704
2012,8,27,2012-08-27,5,0.906
2012,8,27,2012-08-27,6,0.73
2012,8,27,2012-08-27,7,1.02
2012,8,27,2012-08-27,8,3.536
2012,8,27,2012-08-27,9,1.953
2012,8,27,2012-08-27,10,1.237
2012,8,27,2012-08-27,11,1.605
2012,8,27,2012-08-27,12,1.54
2012,8,27,2012-08-27,13,1.397
2012,8,27,2012-08-27,14,2.741
2012,8,27,2012-08-27,15,0.655
2012,8,27,2012-08-27,16,0.676
2012,8,27,2012-08-27,17,0.662
2012,8,27,2012-08-27,18,0.677
2012,8,27,2012-08-27,19,0.647
2012,8,27,2012-08-27,20,0.657
2012,8,27,2012-08-27,21,1.095
2012,8,27,2012-08-27,22,0.715
2012,8,27,2012-08-27,23,0.636
2012,8,28,2012-08-28,0,0.848
2012,8,28,2012-08-28,1,0.676
2012,8,28,2012-08-28,2,0.729
2012,8,28,2012-08-28,3,0.995
2012,8,28,2012-08-28,4,0.674
2012,8,28,2012-08-28,5,0.705
2012,8,28,2012-08-28,6,0.83
2012,8,28,2012-08-28,7,0.944
2012,8,28,2012-08-28,8,1.708
2012,8,28,2012-08-28,9,1.572
2012,8,28,2012-08-28,10,1.978
2012,8,28,2012-08-28,11,1.892
2012,8,28,2012-08-28,12,2.384
2012,8,28,2012-08-28,13,1.314
2012,8,28,2012-08-28,14,0.766
2012,8,28,2012-08-28,15,0.689
2012,8,28,2012-08-28,16,0.679
2012,8,28,2012-08-28,17,0.677
2012,8,28,2012-08-28,18,0.69
2012,8,28,2012-08-28,19,0.776
2012,8,28,2012-08-28,20,0.721
2012,8,28,2012-08-28,21,1.058
2012,8,28,2012-08-28,22,0.682
2012,8,28,2012-08-28,23,0.721
2012,8,29,2012-08-29,0,0.87
2012,8,29,2012-08-29,1,0.652
2012,8,29,2012-08-29,2,0.684
2012,8,29,2012-08-29,3,0.674
2012,8,29,2012-08-29,4,0.789
2012,8,29,2012-08-29,5,0.733
2012,8,29,2012-08-29,6,0.986
2012,8,29,2012-08-29,7,1.056
2012,8,29,2012-08-29,8,1.134
2012,8,29,2012-08-29,9,0.955
2012,8,29,2012-08-29,10,1.097
2012,8,29,2012-08-29,11,2.814
2012,8,29,2012-08-29,12,2.506
2012,8,29,2012-08-29,13,1.329
2012,8,29,2012-08-29,14,0.777
2012,8,29,2012-08-29,15,0.67
2012,8,29,2012-08-29,16,0.689
2012,8,29,2012-08-29,17,0.656
2012,8,29,2012-08-29,18,0.681
2012,8,29,2012-08-29,19,0.657
2012,8,29,2012-08-29,20,0.679
2012,8,29,2012-08-29,21,0.943
2012,8,29,2012-08-29,22,0.67
2012,8,29,2012-08-29,23,0.652
2012,8,30,2012-08-30,0,0.947
2012,8,30,2012-08-30,1,0.768
2012,8,30,2012-08-30,2,0.68
2012,8,30,2012-08-30,3,1.063
2012,8,30,2012-08-30,4,1.009
2012,8,30,2012-08-30,5,3.339
2012,8,30,2012-08-30,6,1.16
2012,8,30,2012-08-30,7,1.671
2012,8,30,2012-08-30,8,1.227
2012,8,30,2012-08-30,9,0.778
2012,8,30,2012-08-30,10,0.678
2012,8,30,2012-08-30,11,1.263
2012,8,30,2012-08-30,12,1.37
2012,8,30,2012-08-30,13,1.528
2012,8,30,2012-08-30,14,0.836
2012,8,30,2012-08-30,15,0.699
2012,8,30,2012-08-30,16,0.669
2012,8,30,2012-08-30,17,0.654
2012,8,30,2012-08-30,18,0.694
2012,8,30,2012-08-30,19,0.645
2012,8,30,2012-08-30,20,0.648
2012,8,30,2012-08-30,21,0.786
2012,8,30,2012-08-30,22,0.688
2012,8,30,2012-08-30,23,0.903
2012,8,31,2012-08-31,0,1.092
2012,8,31,2012-08-31,1,0.812
2012,8,31,2012-08-31,2,0.773
2012,8,31,2012-08-31,3,0.657
2012,8,31,2012-08-31,4,0.668
2012,8,31,2012-08-31,5,0.652
2012,8,31,2012-08-31,6,0.675
2012,8,31,2012-08-31,7,0.663
2012,8,31,2012-08-31,8,1.028
2012,8,31,2012-08-31,9,0.952
2012,8,31,2012-08-31,10,1.222
2012,8,31,2012-08-31,11,1.093
2012,8,31,2012-08-31,12,1.417
2012,8,31,2012-08-31,13,1.336
2012,8,31,2012-08-31,14,0.783
2012,8,31,2012-08-31,15,0.8
2012,8,31,2012-08-31,16,0.793
2012,8,31,2012-08-31,17,0.664
2012,8,31,2012-08-31,18,0.674
2012,8,31,2012-08-31,19,0.654
2012,8,31,2012-08-31,20,0.66
2012,8,31,2012-08-31,21,0.985
2012,8,31,2012-08-31,22,0.663
2012,8,31,2012-08-31,23,0.851
2012,9,1,2012-09-01,0,0.717
2012,9,1,2012-09-01,1,0.768
2012,9,1,2012-09-01,2,1.11
2012,9,1,2012-09-01,3,1.186
2012,9,1,2012-09-01,4,0.704
2012,9,1,2012-09-01,5,0.722
2012,9,1,2012-09-01,6,0.991
2012,9,1,2012-09-01,7,0.997
2012,9,1,2012-09-01,8,1.137
2012,9,1,2012-09-01,9,1.539
2012,9,1,2012-09-01,10,2.047
2012,9,1,2012-09-01,11,1.635
2012,9,1,2012-09-01,12,1.561
2012,9,1,2012-09-01,13,2.27
2012,9,1,2012-09-01,14,0.811
2012,9,1,2012-09-01,15,0.667
2012,9,1,2012-09-01,16,0.652
2012,9,1,2012-09-01,17,0.682
2012,9,1,2012-09-01,18,0.665
2012,9,1,2012-09-01,19,0.653
2012,9,1,2012-09-01,20,0.653
2012,9,1,2012-09-01,21,0.968
2012,9,1,2012-09-01,22,0.877
2012,9,1,2012-09-01,23,0.653
2012,9,2,2012-09-02,0,0.851
2012,9,2,2012-09-02,1,1.011
2012,9,2,2012-09-02,2,0.73
2012,9,2,2012-09-02,3,0.666
2012,9,2,2012-09-02,4,0.724
2012,9,2,2012-09-02,5,0.704
2012,9,2,2012-09-02,6,0.714
2012,9,2,2012-09-02,7,0.879
2012,9,2,2012-09-02,8,1.145
2012,9,2,2012-09-02,9,1.206
2012,9,2,2012-09-02,10,1.232
2012,9,2,2012-09-02,11,1.092
2012,9,2,2012-09-02,12,1.134
2012,9,2,2012-09-02,13,2.513
2012,9,2,2012-09-02,14,1.767
2012,9,2,2012-09-02,15,1.034
2012,9,2,2012-09-02,16,0.905
2012,9,2,2012-09-02,17,0.652
2012,9,2,2012-09-02,18,0.663
2012,9,2,2012-09-02,19,0.649
2012,9,2,2012-09-02,20,0.659
2012,9,2,2012-09-02,21,0.657
2012,9,2,2012-09-02,22,0.623
2012,9,2,2012-09-02,23,0.878
2012,9,3,2012-09-03,0,0.687
2012,9,3,2012-09-03,1,0.751
2012,9,3,2012-09-03,2,0.804
2012,9,3,2012-09-03,3,0.897
2012,9,3,2012-09-03,4,3.38
2012,9,3,2012-09-03,5,1.974
2012,9,3,2012-09-03,6,2.717
2012,9,3,2012-09-03,7,0.837
2012,9,3,2012-09-03,8,0.913
2012,9,3,2012-09-03,9,0.712
2012,9,3,2012-09-03,10,2.707
2012,9,3,2012-09-03,11,1.643
2012,9,3,2012-09-03,12,1.664
2012,9,3,2012-09-03,13,1.083
2012,9,3,2012-09-03,14,0.734
2012,9,3,2012-09-03,15,0.664
2012,9,3,2012-09-03,16,0.685
2012,9,3,2012-09-03,17,0.655
2012,9,3,2012-09-03,18,0.676
2012,9,3,2012-09-03,19,0.667
2012,9,3,2012-09-03,20,0.666
2012,9,3,2012-09-03,21,0.661
2012,9,3,2012-09-03,22,0.763
2012,9,3,2012-09-03,23,0.917
2012,9,4,2012-09-04,0,0.708
2012,9,4,2012-09-04,1,0.796
2012,9,4,2012-09-04,2,0.853
2012,9,4,2012-09-04,3,0.642
2012,9,4,2012-09-04,4,0.669
2012,9,4,2012-09-04,5,0.656
2012,9,4,2012-09-04,6,0.688
2012,9,4,2012-09-04,7,0.66
2012,9,4,2012-09-04,8,0.668
2012,9,4,2012-09-04,9,0.651
2012,9,4,2012-09-04,10,0.791
2012,9,4,2012-09-04,11,1.349
2012,9,4,2012-09-04,12,1.347
2012,9,4,2012-09-04,13,3.357
2012,9,4,2012-09-04,14,3.059
2012,9,4,2012-09-04,15,0.682
2012,9,4,2012-09-04,16,0.648
2012,9,4,2012-09-04,17,0.663
2012,9,4,2012-09-04,18,0.649
2012,9,4,2012-09-04,19,0.727
2012,9,4,2012-09-04,20,0.696
2012,9,4,2012-09-04,21,1.037
2012,9,4,2012-09-04,22,0.69
2012,9,4,2012-09-04,23,1.106
2012,9,5,2012-09-05,0,0.679
2012,9,5,2012-09-05,1,0.683
2012,9,5,2012-09-05,2,0.765
2012,9,5,2012-09-05,3,0.949
2012,9,5,2012-09-05,4,0.687
2012,9,5,2012-09-05,5,0.717
2012,9,5,2012-09-05,6,0.697
2012,9,5,2012-09-05,7,0.867
2012,9,5,2012-09-05,8,1.194
2012,9,5,2012-09-05,9,2.614
2012,9,5,2012-09-05,10,1.837
2012,9,5,2012-09-05,11,1.939
2012,9,5,2012-09-05,12,1.636
2012,9,5,2012-09-05,13,1.474
2012,9,5,2012-09-05,14,2.641
2012,9,5,2012-09-05,15,0.705
2012,9,5,2012-09-05,16,0.647
2012,9,5,2012-09-05,17,0.688
2012,9,5,2012-09-05,18,0.663
2012,9,5,2012-09-05,19,0.648
2012,9,5,2012-09-05,20,0.694
2012,9,5,2012-09-05,21,0.722
2012,9,5,2012-09-05,22,1.613
2012,9,5,2012-09-05,23,0.779
2012,9,6,2012-09-06,0,0.714
2012,9,6,2012-09-06,1,0.864
2012,9,6,2012-09-06,2,0.879
2012,9,6,2012-09-06,3,0.937
2012,9,6,2012-09-06,4,0.823
